image,name,yelpLink,reviewCount,dollarAmount,foodType,neighborhood,address,city,phone,rating
https://s3-media2.fl.yelpcdn.com/bphoto/b0J9UlG8eiyS7ZUyXw9_cQ/90s.jpg,Domino's Pizza,https://www.yelp.com/biz/dominos-pizza-charleston-10?osq=Restaurants,14,$,Pizza,James Island,1041 Folly Rd,"Charleston, SC 29412",(843) 762-4600,3
https://s3-media2.fl.yelpcdn.com/bphoto/jKVJZ7t5GSRzA5CqUC8g2Q/90s.jpg,La Hacienda Mexican Restaurant,https://www.yelp.com/biz/la-hacienda-mexican-restaurant-charleston-2?osq=Restaurants,30,$,Mexican,James Island,808 Folly Rd,"Charleston, SC 29412",(843) 406-4919,3
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Little Caesars,https://www.yelp.com/biz/little-caesars-charleston?osq=Restaurants,2,,Pizza,James Island,861 Folly Rd,"Charleston, SC 29412",(843) 718-1056,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/S66275PL14j3CWA7faEXlw/90s.jpg,Rio Chico,https://www.yelp.com/biz/rio-chico-charleston?osq=Restaurants,2,,Mexican,James Island,520 Folly Rd,"Charleston, SC 29412",(854) 999-1256,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/6Li0fKsZkksNZ9qPe6It5g/90s.jpg,Subway,https://www.yelp.com/biz/subway-charleston-55?osq=Restaurants,3,$,Sandwiches,James Island,345 Folly Rd,"Charleston, SC 29412",(843) 795-2160,3.5
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Melvin's Legendary Bar-B-Que,https://www.yelp.com/biz/melvins-legendary-bar-b-que-charleston?osq=Restaurants,5,$$,Hot Dogs,James Island,719 Folly Rd,"Charleston, SC 29412",(843) 795-6791,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/cpQSnHkhNM6raTmWJnAMpw/90s.jpg,Great Wall,https://www.yelp.com/biz/great-wall-charleston?osq=Restaurants,8,$,Chinese,James Island,1291 Folly Rd,"Charleston, SC 29412",(843) 762-1726,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/-N5Rm-BtqfQ-dOPmomctLw/90s.jpg,China Wok,https://www.yelp.com/biz/china-wok-charleston?osq=Restaurants,9,$,Chinese,James Island,993 Harbor View Rd,"Charleston, SC 29412",(843) 406-0667,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/sBslA_2lL6fr-f-_MiCKDQ/90s.jpg,Bojangles,https://www.yelp.com/biz/bojangles-charleston?osq=Restaurants,10,$,Fast Food,James Island,740 Folly Rd,"Charleston, SC 29412",(843) 795-8323,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/dMaLvp0qTQAXWsu8cbdYpA/90s.jpg,Tokyo Express,https://www.yelp.com/biz/tokyo-express-charleston?osq=Restaurants,10,$,Japanese,James Island,520 Folly Rd,"Charleston, SC 29412",(843) 406-0508,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/jFV2-D5TtVZ1c6UD4fjs7A/90s.jpg,Marco's Pizza,https://www.yelp.com/biz/marcos-pizza-charleston-2?osq=Restaurants,14,$$,Pizza,James Island,520 Folly Rd,"Charleston, SC 29412",(843) 779-9100,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/t5gfi0ditfW4eKSzz-7X8A/90s.jpg,Black Magic Cafe,https://www.yelp.com/biz/black-magic-cafe-charleston?osq=Restaurants,18,$$,Cafes,James Island,1130 Folly Rd,"Charleston, SC 29412",(843) 576-4868,3.5
https://s3-media4.fl.yelpcdn.com/bphoto/RUX07b8osvZJ2Gjt4pSfHw/90s.jpg,Ladles,https://www.yelp.com/biz/ladles-charleston-2?osq=Restaurants,25,$,Soup,James Island,1175-A Folly Rd,"Charleston, SC 29412",(843) 225-8810,3.5
https://s3-media4.fl.yelpcdn.com/bphoto/n9I6use_Ui96_69nR3qSJQ/90s.jpg,The Hideaway Pizza Kitchen,https://www.yelp.com/biz/the-hideaway-pizza-kitchen-charleston?osq=Restaurants,25,$$,Pizza,James Island,608 Harbor View Rd,"Charleston, SC 29412",(843) 762-2003,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/66tQZd71xpqBChy6jYr-UA/90s.jpg,Amalfi's Italian Restaurant & Pizzeria,https://www.yelp.com/biz/amalfis-italian-restaurant-and-pizzeria-charleston?osq=Restaurants,32,$$,Italian,James Island,"1739 Maybank Hwy, Ste G","Charleston, SC 29412",(843) 277-2652,3.5
https://s3-media3.fl.yelpcdn.com/bphoto/nNXBZuuq3-Mfnlq6Wi7cxQ/90s.jpg,Barberitos,https://www.yelp.com/biz/barberitos-charleston?osq=Restaurants,36,$,Tex-Mex,James Island,1739 Maybank Hwy,"Charleston, SC 29412",(843) 406-4955,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/A2_EMxm-SuXOIhHQ7Q21Ww/90s.jpg,Ellis Creek Fish Camp,https://www.yelp.com/biz/ellis-creek-fish-camp-charleston?osq=Restaurants,41,$$,Seafood,James Island,1243 Harbor View Rd,"Charleston, SC 29412",(843) 297-8878,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/Oh5W7m3X8FM8wCGXuj6PPQ/90s.jpg,Bagel Nation,https://www.yelp.com/biz/bagel-nation-charleston-3?osq=Restaurants,53,$,Bagels,James Island,520 Folly Rd,"Charleston, SC 29412",(843) 406-7869,3.5
https://s3-media4.fl.yelpcdn.com/bphoto/_rIzLywkr7ESbDoF_SsueQ/90s.jpg,Athens Restaurant and Grill,https://www.yelp.com/biz/athens-restaurant-and-grill-charleston?osq=Restaurants,54,$$,Greek,James Island,1939 Maybank Hwy,"Charleston, SC 29412",(843) 795-0957,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/zV-EKQcBpbl1dkinfqDd-Q/90s.jpg,La Carreta Mexican Restaurant,https://www.yelp.com/biz/la-carreta-mexican-restaurant-james-island?osq=Restaurants,55,$,Mexican,James Island,335 Folly Rd,"James Island, SC 29412",(843) 406-6556,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/4sCIUmcCpFIFZ7jmA579RQ/90s.jpg,Charleston Crab House,https://www.yelp.com/biz/charleston-crab-house-charleston-2?osq=Restaurants,181,$$,Seafood,James Island,145 Wappoo Creek Dr,"Charleston, SC 29412",(843) 795-1963,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/L0IU_kzYe4hEdODniJbrEw/90s.jpg,Elbo Truckin,https://www.yelp.com/biz/elbo-truckin-charleston?osq=Restaurants,1,$,Food Trucks,James Island,1977 Maybank Hwy,"Charleston, SC 29412",,4
https://s3-media3.fl.yelpcdn.com/bphoto/VckdURP4ekKy5hISH85B6A/90s.jpg,Fuel,https://www.yelp.com/biz/fuel-charleston?osq=Restaurants,1,,American,James Island,211 Rutledge Ave,"Charleston, SC 29403",(843) 737-5959,4
https://s3-media4.fl.yelpcdn.com/bphoto/EMj8nSHCXelsMbuld0Ma4A/90s.jpg,Arby's,https://www.yelp.com/biz/arbys-charleston-6?osq=Restaurants,7,$,Fast Food,James Island,341 Folly Rd,"Charleston, SC 29412",(843) 795-1409,4
https://s3-media1.fl.yelpcdn.com/bphoto/q4p6yd54Ztk2osj7bPHPjA/90s.jpg,Harbor View Bar and Grill,https://www.yelp.com/biz/harbor-view-bar-and-grill-charleston?osq=Restaurants,7,,Bars,James Island,1023 Harbor View Rd,"Charleston, SC 29412",(843) 737-5513,4
https://s3-media1.fl.yelpcdn.com/bphoto/yBR-2BqzVK4OfRvK8eyDuw/90s.jpg,Jersey Mike's Subs,https://www.yelp.com/biz/jersey-mikes-subs-charleston-2?osq=Restaurants,8,$,Sandwiches,James Island,520 Folly Road,"Charleston, SC 29412",(843) 718-1606,4
https://s3-media3.fl.yelpcdn.com/bphoto/Fp8l5T9cmGhLVhloHMx-Qw/90s.jpg,Pan Garden,https://www.yelp.com/biz/pan-garden-charleston?osq=Restaurants,9,$,Chinese,James Island,1985 Folly Rd,"Charleston, SC 29412",(843) 795-9838,4
https://s3-media2.fl.yelpcdn.com/bphoto/O_Pj_iHiAwkx3Gfq8nWrbg/90s.jpg,Zaxby's Chicken Fingers & Buffalo Wings,https://www.yelp.com/biz/zaxbys-chicken-fingers-and-buffalo-wings-charleston-2?osq=Restaurants,10,$$,Chicken Wings,James Island,1018 Folly Rd,"Charleston, SC 29412",(843) 762-1919,4
https://s3-media4.fl.yelpcdn.com/bphoto/Ut6A9nXEV72jiLicbXf2BA/90s.jpg,Chick-fil-A,https://www.yelp.com/biz/chick-fil-a-charleston-3?osq=Restaurants,22,$,Fast Food,James Island,849 Folly Rd,"Charleston, SC 29412",(843) 795-9505,4
https://s3-media1.fl.yelpcdn.com/bphoto/zVjl0e2UY11g9rIZEavQTA/90s.jpg,Garage 75,https://www.yelp.com/biz/garage-75-charleston?osq=Restaurants,23,$$,Bars,James Island,1175 Folly Rd,"Charleston, SC 29412",(843) 225-4030,4
https://s3-media3.fl.yelpcdn.com/bphoto/wflm4UxpZQLyyYF4d_7mOQ/90s.jpg,Latabella,https://www.yelp.com/biz/latabella-charleston?osq=Restaurants,34,$$,American,James Island,979 Harborview Rd,"Charleston, SC 29412",(843) 718-0721,4
https://s3-media3.fl.yelpcdn.com/bphoto/XiJ8oRlZ-Kym_pul_gSc7g/90s.jpg,Maybank Public House,https://www.yelp.com/biz/maybank-public-house-charleston?osq=Restaurants,35,$$,American,James Island,1970 Maybank Hwy,"Charleston, SC 29412",(843) 203-6461,4
https://s3-media3.fl.yelpcdn.com/bphoto/t58gULxQ5m8vA69BhGD6lQ/90s.jpg,Kickin' Chicken,https://www.yelp.com/biz/kickin-chicken-charleston-6?osq=Restaurants,37,$$,American,James Island,1175 Folly Rd,"Charleston, SC 29412",(843) 225-6996,4
https://s3-media1.fl.yelpcdn.com/bphoto/k4lTbjqTxOmLa9AmfRQxTg/90s.jpg,Dukes BBQ,https://www.yelp.com/biz/dukes-bbq-charleston?osq=Restaurants,39,$$,Barbeque,James Island,331 Folly Rd,"Charleston, SC 29412",(843) 789-4801,4
https://s3-media4.fl.yelpcdn.com/bphoto/AOPEEgLb2O3HHd98OAiQHQ/90s.jpg,The Lowdown Oven and Bar,https://www.yelp.com/biz/the-lowdown-oven-and-bar-charleston?osq=Restaurants,42,$$,Sports Bars,James Island,967 Folly Rd,"Charleston, SC 29412",(843) 795-7569,4
https://s3-media3.fl.yelpcdn.com/bphoto/pn8b191BTpQJO5RINWabNA/90s.jpg,Pick Thai,https://www.yelp.com/biz/pick-thai-charleston?osq=Restaurants,48,$$,Thai,James Island,1291 Folly Rd,"Charleston, SC 29412",(843) 793-2258,4
https://s3-media4.fl.yelpcdn.com/bphoto/6YVCNUJDMIxmKAwNlSYsxw/90s.jpg,Paisano's Pizza Grill,https://www.yelp.com/biz/paisanos-pizza-grill-charleston?osq=Restaurants,53,$,Pizza,James Island,1246 Camp Rd,"Charleston, SC 29412",(843) 762-1135,4
https://s3-media2.fl.yelpcdn.com/bphoto/adBnA32bAluslgX1hNja7w/90s.jpg,Thai Elephants Restaurant,https://www.yelp.com/biz/thai-elephants-restaurant-charleston?osq=Restaurants,55,$$,Thai,James Island,915 Unit Q Folly Rd,"Charleston, SC 29412",(843) 619-0181,4
https://s3-media2.fl.yelpcdn.com/bphoto/9Yh3uVpItkJrfWNxLVejVg/90s.jpg,Brick House Kitchen,https://www.yelp.com/biz/brick-house-kitchen-charleston?osq=Restaurants,58,$$,Bars,James Island,1575 Folly Rd,"Charleston, SC 29412",(843) 406-4655,4
https://s3-media4.fl.yelpcdn.com/bphoto/0JJpJkN5Kxtlp0E4zZ3qtg/90s.jpg,Melvin's Barbecue,https://www.yelp.com/biz/melvins-barbecue-charleston-2?osq=Restaurants,61,$$,Barbeque,James Island,538 Folly Rd,"Charleston, SC 29412",(843) 762-0511,4
https://s3-media2.fl.yelpcdn.com/bphoto/jK7BgV20wJLAqqo1XLgq3Q/90s.jpg,Sweetwater Cafe,https://www.yelp.com/biz/sweetwater-cafe-james-island?osq=Restaurants,73,$$,Breakfast & Brunch,James Island,801 Folly Rd,"James Island, SC 29412",(843) 762-2622,4
https://s3-media3.fl.yelpcdn.com/bphoto/EPFoEeBkW6PobQRmyqR5Kw/90s.jpg,The Lot,https://www.yelp.com/biz/the-lot-charleston?osq=Restaurants,83,$$,American,James Island,1977 Maybank Hwy,"Charleston, SC 29412",(843) 225-0094,4
https://s3-media2.fl.yelpcdn.com/bphoto/VBBAbak4eGxH6_A-PyPJEQ/90s.jpg,Crust Wood Fired Pizza,https://www.yelp.com/biz/crust-wood-fired-pizza-charleston?osq=Restaurants,86,$$,Pizza,James Island,1956 B Maybank Hwy,"Charleston, SC 29412",(843) 762-5500,4
https://s3-media1.fl.yelpcdn.com/bphoto/viXPv9rO4d4HcSGz2pHOtQ/90s.jpg,Screen Door,https://www.yelp.com/biz/screen-door-charleston?osq=Restaurants,94,$$,American,James Island,1271 Folly Rd,"Charleston, SC 29412",(843) 573-7200,4
https://s3-media4.fl.yelpcdn.com/bphoto/iw91RHfsC6djxvO2KDBqmQ/90s.jpg,Zia Taqueria,https://www.yelp.com/biz/zia-taqueria-charleston?osq=Restaurants,151,$$,Tex-Mex,James Island,1956A Maybank Hwy,"Charleston, SC 29412",(843) 406-8877,4
https://s3-media2.fl.yelpcdn.com/bphoto/kPAH31w7DIRJItYFyq1JDA/90s.jpg,White Duck Taco Shop,https://www.yelp.com/biz/white-duck-taco-shop-charleston?osq=Restaurants,154,$,Mexican,James Island,792 Folly Rd,"Charleston, SC 29412",(843) 640-3008,4
https://s3-media3.fl.yelpcdn.com/bphoto/0MfGiCxQ6OWvYor3yD0xlg/90s.jpg,Bohemian Bull,https://www.yelp.com/biz/bohemian-bull-charleston?osq=Restaurants,158,$$,American,James Island,1531 Folly Rd,"Charleston, SC 29412",(843) 225-1817,4
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Sullivan's,https://www.yelp.com/biz/sullivans-charleston?osq=Restaurants,2,,Seafood,James Island,600-648 State Hwy 171,"Charleston, SC 29412",,4.5
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Angel Oak Cafe,https://www.yelp.com/biz/angel-oak-cafe-johns-island?osq=Restaurants,3,$$,Cafes,James Island,"Johns Island, SC",,,4.5
https://s3-media1.fl.yelpcdn.com/bphoto/B87nFVMHUH9dKI-kFcrPlw/90s.jpg,Rebel Taqueria,https://www.yelp.com/biz/rebel-taqueria-charleston?osq=Restaurants,4,,Food Trucks,James Island,1969 Central Park Rd,"Charleston, SC 29412",(843) 619-0104,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/iTkLYBfz1Fcnujl5435l_A/90s.jpg,BKeD,https://www.yelp.com/biz/bked-charleston?osq=Restaurants,6,$,Food Trucks,James Island,750 Signal Point Rd,"Charleston, SC 29412",(917) 930-7033,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/6eTLD2PhHBUgKuXaGfO-yA/90s.jpg,Workmen's Cafe,https://www.yelp.com/biz/workmens-cafe-charleston?osq=Restaurants,8,$,Soul Food,James Island,1837 N Grimball Rd,"Charleston, SC 29412",(843) 225-0884,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/ZhGo6n-M2mrxPALg4cL6eQ/90s.jpg,Sermet's Southernterranean Cuisine - Bar,https://www.yelp.com/biz/sermets-southernterranean-cuisine-bar-charleston-4?osq=Restaurants,26,$$$,Mediterranean,James Island,1622 Highland Ave,"Charleston, SC 29412",(843) 793-3132,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/gAJsB8KqtSrSsZNsLGjtXA/90s.jpg,Blues Burger Joint,https://www.yelp.com/biz/blues-burger-joint-charleston?osq=Restaurants,29,$$,Burgers,James Island,815 Folly Rd,"Charleston, SC 29412",(854) 999-1055,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/Gt95RUG82pVGvwCVbIldeg/90s.jpg,How Art Thou,https://www.yelp.com/biz/how-art-thou-charleston-2?osq=Restaurants,31,$$,Jazz & Blues,James Island,1956 Maybank Hwy,"Charleston, SC 29412",(843) 793-2231,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/rfvnIPLR-69qLTtCBN_p0Q/90s.jpg,Cure Charleston,https://www.yelp.com/biz/cure-charleston-charleston?osq=Restaurants,39,$$,Cocktail Bars,James Island,1739 Maybank Hwy,"Charleston, SC 29412",(843) 764-9031,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/cfZ6SYoUeNcdgKJC9Yomwg/90s.jpg,Mondo's Italian Restaurant,https://www.yelp.com/biz/mondos-italian-restaurant-charleston?osq=Restaurants,84,$$,Italian,James Island,915 Folly Rd,"Charleston, SC 29412",(843) 795-8400,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/ITIeiHqMmzdP5TTf24sddQ/90s.jpg,Baguette Magic,https://www.yelp.com/biz/baguette-magic-charleston?osq=Restaurants,94,$,Bakeries,James Island,792 Folly Rd,"Charleston, SC 29412",(843) 471-5941,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/2cLU0E2WYuwavN74Tu0Dfg/90s.jpg,Cory's Grilled Cheese,https://www.yelp.com/biz/corys-grilled-cheese-charleston?osq=Restaurants,111,$,Food Trucks,James Island,1739 Maybank Hwy,"Charleston, SC 29412",(843) 641-7377,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/1uXqLNjHkWZDJ7Njnq9v3Q/90s.jpg,Roadside Seafood,https://www.yelp.com/biz/roadside-seafood-charleston-2?osq=Restaurants,244,$$,Seafood,James Island,807 Folly Rd,"Charleston, SC 29412",(843) 754-5890,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/K0xM3Fjgn_aG39EkVkx4ZQ/90s.jpg,Publix Deli,https://www.yelp.com/biz/publix-deli-charleston?osq=Restaurants,1,$,Delis,James Island,520 Folly Rd,"Charleston, SC 29412",(843) 762-5676,5
https://s3-media4.fl.yelpcdn.com/bphoto/kl_5U9Uj8z0upI4lutHp-A/90s.jpg,Sweet Belgium,https://www.yelp.com/biz/sweet-belgium-charleston?osq=Restaurants,11,$,Belgian,James Island,327 Folly Rd,"Charleston, SC 29412",(843) 642-6669,5
https://s3-media2.fl.yelpcdn.com/bphoto/n5sHL-D5oAWZqqW1IfFPlQ/90s.jpg,Subway,https://www.yelp.com/biz/subway-charleston-36?osq=Restaurants,1,$,Sandwiches,King Street,367 King St,"Charleston, SC 29401",(843) 577-5609,1
https://s3-media1.fl.yelpcdn.com/bphoto/nSeRZdRuPufPiUQddMmI7g/90s.jpg,Panera Bread,https://www.yelp.com/biz/panera-bread-charleston-7?osq=Restaurants,6,$,Salad,King Street,145 Calhoun St,"Charleston, SC 29401",(843) 937-4158,1
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Fused,https://www.yelp.com/biz/fused-charleston?osq=Restaurants,1,,Thai,King Street,350 King St,"Charleston, SC 29401",,2
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Little Thai Too,https://www.yelp.com/biz/little-thai-too-charleston?osq=Restaurants,1,,Thai,King Street,350 King St,"Charleston, SC 29401",(843) 723-4990,2
https://s3-media2.fl.yelpcdn.com/bphoto/uV_TyAjtvlkbclTXO1t4Zw/90s.jpg,Pop's NY Pizza,https://www.yelp.com/biz/pops-ny-pizza-charleston?osq=Restaurants,2,,Pizza,King Street,363 King St.,"Charleston, SC 29401",(843) 577-1110,2.5
https://s3-media2.fl.yelpcdn.com/bphoto/EYNI2YBeHviQLnIUxguAfg/90s.jpg,Moe's Southwest Grill,https://www.yelp.com/biz/moes-southwest-grill-charleston?osq=Restaurants,28,$,Tex-Mex,King Street,381 King St,"Charleston, SC 29401",(843) 577-7727,2.5
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Liberty Fresh Food Company,https://www.yelp.com/biz/liberty-fresh-food-company-charleston?osq=Restaurants,1,$,American,King Street,30 St Philip St,"Charleston, SC 29401",(843) 953-8161,3
https://s3-media2.fl.yelpcdn.com/bphoto/c_Bhs6zAhTl7FT1Xouh6rg/90s.jpg,Market St. Deli,https://www.yelp.com/biz/market-st-deli-charleston?osq=Restaurants,1,,Delis,King Street,Market St.,"Charleston, SC 29401",,3
https://s3-media1.fl.yelpcdn.com/bphoto/OufC-ELACbue-gLYnEItig/90s.jpg,Marty's Place,https://www.yelp.com/biz/martys-place-charleston-2?osq=Restaurants,3,,Vegan,King Street,96 Wentworth St,"Charleston, SC 29424",(843) 953-5539,3
https://s3-media4.fl.yelpcdn.com/bphoto/GPJbv-WuoaZ22jhFdydClw/90s.jpg,Jimmy John's,https://www.yelp.com/biz/jimmy-johns-charleston-4?osq=Restaurants,28,$,Sandwiches,King Street,51 George St,"Charleston, SC 29401",(843) 727-2550,3
https://s3-media3.fl.yelpcdn.com/bphoto/Mz7sDR0Lpx2hCixX2VaTag/90s.jpg,Gilroy's Pizza Pub,https://www.yelp.com/biz/gilroys-pizza-pub-charleston?osq=Restaurants,58,$$,Pizza,King Street,353 King St,"Charleston, SC 29401",(843) 937-9200,3
https://s3-media2.fl.yelpcdn.com/bphoto/HkQsNexgy_aPSnIUJFZE8Q/90s.jpg,Carolina Ale House,https://www.yelp.com/biz/carolina-ale-house-charleston?osq=Restaurants,93,$$,Sports Bars,King Street,145 Calhoun St,"Charleston, SC 29401",(843) 805-7020,3
https://s3-media1.fl.yelpcdn.com/bphoto/oicarJGy6-g1Nq-xU6UU7Q/90s.jpg,Chopsticks Chinese Restaurant,https://www.yelp.com/biz/chopsticks-chinese-restaurant-charleston?osq=Restaurants,5,$,Chinese,King Street,349 King St,"Charleston, SC 29401",(843) 965-5866,3.5
https://s3-media3.fl.yelpcdn.com/bphoto/rrJy3EWG35BAZHCXlJpdZA/90s.jpg,Five Guys Burgers & Fries,https://www.yelp.com/biz/five-guys-burgers-and-fries-charleston?osq=Restaurants,10,$,Burgers,King Street,364 King St,"Charleston, SC 29401",(843) 577-9912,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/sJCkFK2RxJwgsIR9iPecnw/90s.jpg,Chipotle Mexican Grill,https://www.yelp.com/biz/chipotle-mexican-grill-charleston-2?osq=Restaurants,20,$,Mexican,King Street,374 King St,"Charleston, SC 29401",(843) 577-2345,3.5
https://s3-media4.fl.yelpcdn.com/bphoto/IP3An3DvmlKEKap-R6v3yg/90s.jpg,Groucho's Deli,https://www.yelp.com/biz/grouchos-deli-charleston-4?osq=Restaurants,22,$,Delis,King Street,364-A King St,"Charleston, SC 29401",(864) 534-1436,3.5
https://s3-media4.fl.yelpcdn.com/bphoto/IAM0vLHGDNWDctazaearZQ/90s.jpg,Spring Roll Asian Cuisine,https://www.yelp.com/biz/spring-roll-asian-cuisine-charleston?osq=Restaurants,26,$$,Asian Fusion,King Street,375 King St,"Charleston, SC 29401",(843) 720-8816,3.5
https://s3-media3.fl.yelpcdn.com/bphoto/Fuct9Z99uKgBassaCvVYqA/90s.jpg,The Watch Rooftop Kitchen & Spirits,https://www.yelp.com/biz/the-watch-rooftop-kitchen-and-spirits-charleston?osq=Restaurants,39,$$,American,King Street,79 Wentworth St,"Charleston, SC 29401",(843) 518-5115,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/SkvtGIa_lZVVBkAv4Bxr3w/90s.jpg,Sabatino's Pizza,https://www.yelp.com/biz/sabatinos-pizza-charleston?osq=Restaurants,43,$,Pizza,King Street,151 Calhoun St,"Charleston, SC 29401",(843) 577-8861,3.5
https://s3-media4.fl.yelpcdn.com/bphoto/lw7YXk9htqVUUp8bQmDlRA/90s.jpg,Jack's Cafe,https://www.yelp.com/biz/jacks-cafe-charleston-2?osq=Restaurants,51,$,Breakfast & Brunch,King Street,41-C George Street,"Charleston, SC 29401",(843) 723-5237,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/q3Mhse8c-EvWaFNaBhz2Jg/90s.jpg,Olde Towne Grill and Seafood,https://www.yelp.com/biz/olde-towne-grill-and-seafood-charleston?osq=Restaurants,73,$$,Greek,King Street,229 King St,"Charleston, SC 29401",(843) 723-8170,3.5
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Rising Roll,https://www.yelp.com/biz/rising-roll-charleston?osq=Restaurants,1,,Sandwiches,King Street,145 Calhoun St,"Charleston, SC 29401",(843) 723-9092,4
https://s3-media2.fl.yelpcdn.com/bphoto/Az4SxLgL0jLXO0LWAum99w/90s.jpg,World Oriental Kitchen-W.O.K.,https://www.yelp.com/biz/world-oriental-kitchen-w-o-k-charleston?osq=Restaurants,1,$$,Asian Fusion,King Street,349 King St,"Charleston, SC 29401",,4
https://s3-media4.fl.yelpcdn.com/bphoto/YUljc9iwISv09HZfl-BHzg/90s.jpg,Mama Kim's,https://www.yelp.com/biz/mama-kims-charleston?osq=Restaurants,37,$$,Japanese,King Street,349 King St,"Charleston, SC 29401",(843) 577-7177,4
https://s3-media3.fl.yelpcdn.com/bphoto/0g0Db8oFDeRr2Kf_Y23Sew/90s.jpg,Le Farfalle,https://www.yelp.com/biz/le-farfalle-charleston?osq=Restaurants,54,$$,Italian,King Street,15 Beaufain St,"Charleston, SC 29401",(843) 212-0920,4
https://s3-media4.fl.yelpcdn.com/bphoto/kp_rUhsTiu6v-c3YTWuhNw/90s.jpg,Tricera Coffee,https://www.yelp.com/biz/tricera-coffee-charleston?osq=Restaurants,70,$,Coffee & Tea,King Street,41 A George St,"Charleston, SC 29401",(843) 297-8685,4
https://s3-media3.fl.yelpcdn.com/bphoto/0m8c0PIFe-Sh1xPEn4m4Bg/90s.jpg,Big Gun Burger Shop and Bar,https://www.yelp.com/biz/big-gun-burger-shop-and-bar-charleston?osq=Restaurants,75,$$,Burgers,King Street,137 Calhoun St,"Charleston, SC 29401",(843) 789-3821,4
https://s3-media3.fl.yelpcdn.com/bphoto/2Y4-jyapQDE0oF5sFgQbLg/90s.jpg,Verde,https://www.yelp.com/biz/verde-charleston?osq=Restaurants,81,$,American,King Street,347 King St,"Charleston, SC 29401",(843) 579-2884,4
https://s3-media2.fl.yelpcdn.com/bphoto/1zdoZm4pdS0SiXROOspnOA/90s.jpg,Taziki's Mediterranean Cafe,https://www.yelp.com/biz/tazikis-mediterranean-cafe-charleston-2?osq=Restaurants,113,$,Mediterranean,King Street,306 King St,"Charleston, SC 29401",(843) 576-3540,4
https://s3-media3.fl.yelpcdn.com/bphoto/vitoAayLJutEQEQquxcOeA/90s.jpg,The Kickin Chicken,https://www.yelp.com/biz/the-kickin-chicken-charleston?osq=Restaurants,116,$$,Chicken Wings,King Street,337 King St,"Charleston, SC 29401",(843) 805-5020,4
https://s3-media1.fl.yelpcdn.com/bphoto/N_UMxcnB3T9ma8WIa4QyTA/90s.jpg,Queen Street Grocery,https://www.yelp.com/biz/queen-street-grocery-charleston?osq=Restaurants,119,$,Sandwiches,King Street,133 Queen St,"Charleston, SC 29401",(843) 723-4121,4
https://s3-media4.fl.yelpcdn.com/bphoto/s33yid-DIa-udEaKCwuPdg/90s.jpg,Tasty Thai & Sushi,https://www.yelp.com/biz/tasty-thai-and-sushi-charleston?osq=Restaurants,127,$$,Sushi Bars,King Street,350 King St,"Charleston, SC 29401",(843) 577-8813,4
